gene,gene_id,chromosome,type
ASB12,ENSG00000198881,X,protein_coding
PNMA5,ENSG00000198883,X,protein_coding
ITPRIPL1,ENSG00000198885,2,protein_coding
MT-ND4,ENSG00000198886,MT,protein_coding
SMC5,ENSG00000198887,9,protein_coding
MT-ND1,ENSG00000198888,MT,protein_coding
DCAF12L1,ENSG00000198889,X,protein_coding
PRMT6,ENSG00000198890,1,protein_coding
SHISA4,ENSG00000198892,1,protein_coding
CIPC,ENSG00000198894,14,protein_coding
CAPZA2,ENSG00000198898,7,protein_coding
MT-ATP6,ENSG00000198899,MT,protein_coding
TOP1,ENSG00000198900,20,protein_coding
PRC1,ENSG00000198901,15,protein_coding
MAP3K3,ENSG00000198909,17,protein_coding
L1CAM,ENSG00000198910,X,protein_coding
SREBF2,ENSG00000198911,22,protein_coding
C1orf174,ENSG00000198912,1,protein_coding
POU3F3,ENSG00000198914,2,protein_coding
RASGEF1A,ENSG00000198915,10,protein_coding
SPOUT1,ENSG00000198917,9,protein_coding
RPL39,ENSG00000198918,X,protein_coding
DZIP3,ENSG00000198919,3,protein_coding
KIAA0753,ENSG00000198920,17,protein_coding
DCLRE1A,ENSG00000198924,10,protein_coding
ATG9A,ENSG00000198925,2,protein_coding
NOS1AP,ENSG00000198929,1,protein_coding
CSAG1,ENSG00000198930,X,protein_coding
APRT,ENSG00000198931,16,protein_coding
GPRASP1,ENSG00000198932,X,protein_coding
TBKBP1,ENSG00000198933,17,protein_coding
MAGEE1,ENSG00000198934,X,protein_coding
CCDC167,ENSG00000198937,6,protein_coding
MT-CO3,ENSG00000198938,MT,protein_coding
ZFP2,ENSG00000198939,5,protein_coding
SOWAHA,ENSG00000198944,5,protein_coding
L3MBTL3,ENSG00000198945,6,protein_coding
DMD,ENSG00000198947,X,protein_coding
MFAP3L,ENSG00000198948,4,protein_coding
NAGA,ENSG00000198951,22,protein_coding
SMG5,ENSG00000198952,1,protein_coding
TGM2,ENSG00000198959,20,protein_coding
ARMCX6,ENSG00000198960,X,protein_coding
PJA2,ENSG00000198961,5,protein_coding
RORB,ENSG00000198963,9,protein_coding
SGMS1,ENSG00000198964,10,protein_coding
OR10R2,ENSG00000198965,1,protein_coding
OR10Z1,ENSG00000198967,1,protein_coding
ZNF525,ENSG00000203326,19,protein_coding
INF2,ENSG00000203485,14,protein_coding
OR2T5,ENSG00000203661,1,protein_coding
OR2L2,ENSG00000203663,1,protein_coding
EFCAB2,ENSG00000203666,1,protein_coding
COX20,ENSG00000203667,1,protein_coding
CHML,ENSG00000203668,1,protein_coding
STUM,ENSG00000203685,1,protein_coding
CAPN8,ENSG00000203697,1,protein_coding
TATDN3,ENSG00000203705,1,protein_coding
CR1,ENSG00000203710,1,protein_coding
RAET1G,ENSG00000203722,6,protein_coding
C1orf53,ENSG00000203724,1,protein_coding
SAMD5,ENSG00000203727,6,protein_coding
TEDDM1,ENSG00000203730,1,protein_coding
GJE1,ENSG00000203733,6,protein_coding
ECT2L,ENSG00000203734,6,protein_coding
GPR52,ENSG00000203737,1,protein_coding
FCGR3A,ENSG00000203747,1,protein_coding
TMEM244,ENSG00000203756,6,protein_coding
OR6K3,ENSG00000203757,1,protein_coding
CENPW,ENSG00000203760,6,protein_coding
SPRN,ENSG00000203772,10,protein_coding
FAM229B,ENSG00000203778,6,protein_coding
FANK1,ENSG00000203780,10,protein_coding
PRR9,ENSG00000203783,1,protein_coding
LELP1,ENSG00000203784,1,protein_coding
SPRR2E,ENSG00000203785,1,protein_coding
KPRP,ENSG00000203786,1,protein_coding
FAM24A,ENSG00000203795,10,protein_coding
DDO,ENSG00000203797,6,protein_coding
PLPP4,ENSG00000203805,10,protein_coding
PNLIPRP3,ENSG00000203837,10,protein_coding
HSD3B1,ENSG00000203857,1,protein_coding
HSD3B2,ENSG00000203859,1,protein_coding
RBM20,ENSG00000203867,10,protein_coding
SMIM9,ENSG00000203870,X,protein_coding
C6orf163,ENSG00000203872,6,protein_coding
RIPPLY2,ENSG00000203877,6,protein_coding
GDI1,ENSG00000203879,X,protein_coding
PCMTD2,ENSG00000203880,20,protein_coding
SOX18,ENSG00000203883,20,protein_coding
LIME1,ENSG00000203896,20,protein_coding
OOEP,ENSG00000203907,6,protein_coding
KHDC3L,ENSG00000203908,6,protein_coding
DPPA5,ENSG00000203909,6,protein_coding
C1orf146,ENSG00000203910,1,protein_coding
SPANXN1,ENSG00000203923,X,protein_coding
SPANXA2,ENSG00000203926,X,protein_coding
CXorf66,ENSG00000203933,X,protein_coding
C10orf62,ENSG00000203942,10,protein_coding
SAMD13,ENSG00000203943,1,protein_coding
CCDC160,ENSG00000203952,X,protein_coding
C1orf141,ENSG00000203963,1,protein_coding
EFCAB7,ENSG00000203965,1,protein_coding
DEFB110,ENSG00000203970,6,protein_coding
GLYATL3,ENSG00000203972,6,protein_coding
LDLRAD1,ENSG00000203985,1,protein_coding
RHOXF2B,ENSG00000203989,X,protein_coding
ZYG11A,ENSG00000203995,1,protein_coding
LCN8,ENSG00000204001,9,protein_coding
C1orf185,ENSG00000204006,1,protein_coding
GLT6D1,ENSG00000204007,9,protein_coding
IFIT1B,ENSG00000204010,10,protein_coding
CT83,ENSG00000204019,X,protein_coding
LIPN,ENSG00000204020,10,protein_coding
LIPK,ENSG00000204021,10,protein_coding
LIPJ,ENSG00000204022,10,protein_coding
TRPC5OS,ENSG00000204025,X,protein_coding
LRIT2,ENSG00000204033,10,protein_coding
LRRC73,ENSG00000204052,6,protein_coding
FOXO6,ENSG00000204060,1,protein_coding
TCEAL5,ENSG00000204065,X,protein_coding
SYS1,ENSG00000204070,20,protein_coding
TCEAL6,ENSG00000204071,X,protein_coding
INPP5B,ENSG00000204084,1,protein_coding
RPA4,ENSG00000204086,X,protein_coding
NEU4,ENSG00000204099,2,protein_coding
MAFB,ENSG00000204103,20,protein_coding
TRAF3IP1,ENSG00000204104,2,protein_coding
CHIC1,ENSG00000204116,X,protein_coding
GIGYF2,ENSG00000204120,2,protein_coding
C2orf72,ENSG00000204128,2,protein_coding
RUFY2,ENSG00000204130,10,protein_coding
NHSL2,ENSG00000204131,X,protein_coding
PHACTR4,ENSG00000204138,1,protein_coding
CLPSL1,ENSG00000204140,6,protein_coding
ASAH2B,ENSG00000204147,10,protein_coding
AGAP6,ENSG00000204149,10,protein_coding
TIMM23B,ENSG00000204152,10,protein_coding
ZDHHC18,ENSG00000204160,1,protein_coding
CXorf65,ENSG00000204165,X,protein_coding
AGAP9,ENSG00000204172,10,protein_coding
NPY4R,ENSG00000204174,10,protein_coding
GPRIN2,ENSG00000204175,10,protein_coding
SYT15,ENSG00000204176,10,protein_coding
PTPN20,ENSG00000204179,10,protein_coding
ZDBF2,ENSG00000204186,2,protein_coding
TXNDC8,ENSG00000204193,9,protein_coding
AWAT1,ENSG00000204195,X,protein_coding
DAXX,ENSG00000204209,6,protein_coding
BMPR2,ENSG00000204217,2,protein_coding
TCEA3,ENSG00000204219,1,protein_coding
PFDN6,ENSG00000204220,6,protein_coding
RING1,ENSG00000204227,6,protein_coding
HSD17B8,ENSG00000204228,6,protein_coding
RXRB,ENSG00000204231,6,protein_coding
OXLD1,ENSG00000204237,17,protein_coding
OR13C3,ENSG00000204246,9,protein_coding
COL11A2,ENSG00000204248,6,protein_coding
HLA-DOA,ENSG00000204252,6,protein_coding
BRD2,ENSG00000204256,6,protein_coding
HLA-DMA,ENSG00000204257,6,protein_coding
COL5A2,ENSG00000204262,2,protein_coding
PSMB8,ENSG00000204264,6,protein_coding
TAP2,ENSG00000204267,6,protein_coding
SPIN3,ENSG00000204271,X,protein_coding
NBDY,ENSG00000204272,X,protein_coding
TMEM235,ENSG00000204278,17,protein_coding
PAGE3,ENSG00000204279,X,protein_coding
HLA-DRA,ENSG00000204287,6,protein_coding
BTNL2,ENSG00000204290,6,protein_coding
COL15A1,ENSG00000204291,9,protein_coding
TMEM225,ENSG00000204300,11,protein_coding
NOTCH4,ENSG00000204301,6,protein_coding
PBX2,ENSG00000204304,6,protein_coding
AGER,ENSG00000204305,6,protein_coding
RNF5,ENSG00000204308,6,protein_coding
AGPAT1,ENSG00000204310,6,protein_coding
PRRT1,ENSG00000204314,6,protein_coding
FKBPL,ENSG00000204315,6,protein_coding
MRPL38,ENSG00000204316,17,protein_coding
SMIM5,ENSG00000204323,17,protein_coding
ERICH2,ENSG00000204334,2,protein_coding
SP5,ENSG00000204335,2,protein_coding
STK19,ENSG00000204344,6,protein_coding
CD300LD,ENSG00000204345,17,protein_coding
BTBD17,ENSG00000204347,17,protein_coding
DXO,ENSG00000204348,6,protein_coding
NELFE,ENSG00000204356,6,protein_coding
NXPE2,ENSG00000204361,11,protein_coding
SPANXN5,ENSG00000204363,X,protein_coding
ZBTB12,ENSG00000204366,6,protein_coding
SDHD,ENSG00000204370,11,protein_coding
EHMT2,ENSG00000204371,6,protein_coding
XAGE1A,ENSG00000204379,X,protein_coding
LAYN,ENSG00000204381,11,protein_coding
XAGE1B,ENSG00000204382,X,protein_coding
SLC44A4,ENSG00000204385,6,protein_coding
NEU1,ENSG00000204386,6,protein_coding
HSPA1B,ENSG00000204388,6,protein_coding
HSPA1A,ENSG00000204389,6,protein_coding
HSPA1L,ENSG00000204390,6,protein_coding
LSM2,ENSG00000204392,6,protein_coding
VWA7,ENSG00000204396,6,protein_coding
CARD16,ENSG00000204397,11,protein_coding
CASP12,ENSG00000204403,11,protein_coding
MBD5,ENSG00000204406,2,protein_coding
MSH5,ENSG00000204410,6,protein_coding
CSHL1,ENSG00000204414,17,protein_coding
MPIG6B,ENSG00000204420,6,protein_coding
LY6G6C,ENSG00000204421,6,protein_coding
LY6G6F,ENSG00000204424,6,protein_coding
ABHD16A,ENSG00000204427,6,protein_coding
LY6G5C,ENSG00000204428,6,protein_coding
CSNK2B,ENSG00000204435,6,protein_coding
GPANK1,ENSG00000204438,6,protein_coding
C6orf47,ENSG00000204439,6,protein_coding
APOM,ENSG00000204444,6,protein_coding
TRIM49C,ENSG00000204449,11,protein_coding
TRIM64,ENSG00000204450,11,protein_coding
BAG6,ENSG00000204463,6,protein_coding
PRRC2A,ENSG00000204469,6,protein_coding
AIF1,ENSG00000204472,6,protein_coding
NCR3,ENSG00000204475,6,protein_coding
PRAMEF20,ENSG00000204478,1,protein_coding
PRAMEF17,ENSG00000204479,1,protein_coding
PRAMEF19,ENSG00000204480,1,protein_coding
PRAMEF14,ENSG00000204481,1,protein_coding
LST1,ENSG00000204482,6,protein_coding
NFKBIL1,ENSG00000204498,6,protein_coding
PRAMEF15,ENSG00000204501,1,protein_coding
PRAMEF9,ENSG00000204505,1,protein_coding
PRAMEF7,ENSG00000204510,1,protein_coding
MCCD1,ENSG00000204511,6,protein_coding
ZNF814,ENSG00000204514,19,protein_coding
MICB,ENSG00000204516,6,protein_coding
AADACL4,ENSG00000204518,1,protein_coding
ZNF551,ENSG00000204519,19,protein_coding
MICA,ENSG00000204520,6,protein_coding
ZNF805,ENSG00000204524,19,protein_coding
HLA-C,ENSG00000204525,6,protein_coding
POU5F1,ENSG00000204531,6,protein_coding
ZSCAN5C,ENSG00000204532,19,protein_coding
CCHCR1,ENSG00000204536,6,protein_coding
PSORS1C2,ENSG00000204538,6,protein_coding
CDSN,ENSG00000204539,6,protein_coding
PSORS1C1,ENSG00000204540,6,protein_coding
C6orf15,ENSG00000204542,6,protein_coding
MUC21,ENSG00000204544,6,protein_coding
DEFB121,ENSG00000204548,20,protein_coding
DHX16,ENSG00000204560,6,protein_coding
C6orf136,ENSG00000204564,6,protein_coding
MRPS18B,ENSG00000204568,6,protein_coding
PPP1R10,ENSG00000204569,6,protein_coding
KRTAP5-11,ENSG00000204571,11,protein_coding
KRTAP5-10,ENSG00000204572,11,protein_coding
ABCF1,ENSG00000204574,6,protein_coding
PRR3,ENSG00000204576,6,protein_coding
LILRB3,ENSG00000204577,19,protein_coding
DDR1,ENSG00000204580,6,protein_coding
LRCOL1,ENSG00000204583,12,protein_coding
GNL1,ENSG00000204590,6,protein_coding
HLA-E,ENSG00000204592,6,protein_coding
DPRX,ENSG00000204595,19,protein_coding
TRIM39,ENSG00000204599,6,protein_coding
ZNF468,ENSG00000204604,19,protein_coding
TRIM15,ENSG00000204610,6,protein_coding
ZNF616,ENSG00000204611,19,protein_coding
FOXB2,ENSG00000204612,9,protein_coding
TRIM10,ENSG00000204613,6,protein_coding
TRIM40,ENSG00000204614,6,protein_coding
TRIM31,ENSG00000204616,6,protein_coding
RNF39,ENSG00000204618,6,protein_coding
PPP1R11,ENSG00000204619,6,protein_coding
DISP3,ENSG00000204624,1,protein_coding
RACK1,ENSG00000204628,5,protein_coding
HLA-G,ENSG00000204632,6,protein_coding
TBC1D8,ENSG00000204634,2,protein_coding
NMS,ENSG00000204640,2,protein_coding
HLA-F,ENSG00000204642,6,protein_coding
ZFP57,ENSG00000204644,6,protein_coding
ASPDH,ENSG00000204653,19,protein_coding
MOG,ENSG00000204655,6,protein_coding
OR2H2,ENSG00000204657,6,protein_coding
CBY3,ENSG00000204659,5,protein_coding
C9orf57,ENSG00000204669,9,protein_coding
IL31,ENSG00000204671,12,protein_coding
AKT1S1,ENSG00000204673,19,protein_coding
GABBR1,ENSG00000204681,6,protein_coding
MAS1L,ENSG00000204687,6,protein_coding
OR2H1,ENSG00000204688,6,protein_coding
OR11A1,ENSG00000204694,6,protein_coding
OR14J1,ENSG00000204695,6,protein_coding
OR2J2,ENSG00000204700,6,protein_coding
OR2J3,ENSG00000204701,6,protein_coding
OR2J1,ENSG00000204702,6,protein_coding
OR2B3,ENSG00000204703,6,protein_coding
OR2W1,ENSG00000204704,6,protein_coding
SPDYC,ENSG00000204710,11,protein_coding
TRIM27,ENSG00000204713,6,protein_coding
MALRD1,ENSG00000204740,10,protein_coding
RANBP17,ENSG00000204764,5,protein_coding
FOXD4L5,ENSG00000204779,9,protein_coding
MRPL53,ENSG00000204822,2,protein_coding
MROH6,ENSG00000204839,8,protein_coding
ATXN2,ENSG00000204842,12,protein_coding
DCTN1,ENSG00000204843,2,protein_coding
SPATA31A1,ENSG00000204849,9,protein_coding
TCTN1,ENSG00000204852,12,protein_coding
FAM216A,ENSG00000204856,12,protein_coding
ZBTB48,ENSG00000204859,1,protein_coding
IGFL2,ENSG00000204866,19,protein_coding
IGFL4,ENSG00000204869,19,protein_coding
NAT8B,ENSG00000204872,2,protein_coding
KRTAP9-3,ENSG00000204873,17,protein_coding
KRTAP4-8,ENSG00000204880,17,protein_coding
GPR20,ENSG00000204882,8,protein_coding
KRTAP1-4,ENSG00000204887,17,protein_coding
KRT40,ENSG00000204889,17,protein_coding
KRT25,ENSG00000204897,17,protein_coding
MZT1,ENSG00000204899,13,protein_coding
SPINK9,ENSG00000204909,5,protein_coding
LRRC3C,ENSG00000204913,17,protein_coding
PRR20B,ENSG00000204918,13,protein_coding
PRR20A,ENSG00000204919,13,protein_coding
ZNF155,ENSG00000204920,19,protein_coding
UQCC3,ENSG00000204922,11,protein_coding
FBXO48,ENSG00000204923,2,protein_coding
GRXCR2,ENSG00000204928,5,protein_coding
FAM221B,ENSG00000204930,9,protein_coding
CD177,ENSG00000204936,19,protein_coding
PSG5,ENSG00000204941,19,protein_coding
ZNF783,ENSG00000204946,7,protein_coding
ZNF425,ENSG00000204947,7,protein_coding
LRRC10B,ENSG00000204950,11,protein_coding
FBXO47,ENSG00000204952,17,protein_coding
C12orf73,ENSG00000204954,12,protein_coding
PCDHGA1,ENSG00000204956,5,protein_coding
PCDHA9,ENSG00000204961,5,protein_coding
PCDHA8,ENSG00000204962,5,protein_coding
PCDHA7,ENSG00000204963,5,protein_coding
PCDHA5,ENSG00000204965,5,protein_coding
PCDHA4,ENSG00000204967,5,protein_coding
PCDHA2,ENSG00000204969,5,protein_coding
PCDHA1,ENSG00000204970,5,protein_coding
TRIM13,ENSG00000204977,13,protein_coding
ERICH4,ENSG00000204978,19,protein_coding
MS4A13,ENSG00000204979,11,protein_coding
PRSS1,ENSG00000204983,7,protein_coding
SPIRE2,ENSG00000204991,16,protein_coding
AARD,ENSG00000205002,8,protein_coding
PABPN1L,ENSG00000205022,16,protein_coding
OR5D16,ENSG00000205029,11,protein_coding
OR5L2,ENSG00000205030,11,protein_coding
PKHD1L1,ENSG00000205038,8,protein_coding
SLFN12L,ENSG00000205045,17,protein_coding
SLC35B4,ENSG00000205060,7,protein_coding
LGALS7,ENSG00000205076,19,protein_coding
SYCE1L,ENSG00000205078,16,protein_coding
TMEM231,ENSG00000205084,16,protein_coding
CCNI2,ENSG00000205089,5,protein_coding
TMEM240,ENSG00000205090,1,protein_coding
FRG2,ENSG00000205097,4,protein_coding
FAM205A,ENSG00000205108,9,protein_coding
CDKL4,ENSG00000205111,2,protein_coding
TMEM88B,ENSG00000205116,1,protein_coding
ACCSL,ENSG00000205126,11,protein_coding
C4orf47,ENSG00000205129,4,protein_coding
TRIQK,ENSG00000205133,8,protein_coding
SDHAF1,ENSG00000205138,19,protein_coding
ARID3C,ENSG00000205143,9,protein_coding
PSENEN,ENSG00000205155,19,protein_coding
C11orf91,ENSG00000205177,11,protein_coding
FABP9,ENSG00000205186,8,protein_coding
ZBTB10,ENSG00000205189,8,protein_coding
C4orf46,ENSG00000205208,4,protein_coding
SCGB2B2,ENSG00000205209,19,protein_coding
LGR4,ENSG00000205213,11,protein_coding
PSMB10,ENSG00000205220,16,protein_coding
VIT,ENSG00000205221,2,protein_coding
SPDYE2,ENSG00000205238,7,protein_coding
E2F4,ENSG00000205250,16,protein_coding
PDE7A,ENSG00000205268,8,protein_coding
TMEM170B,ENSG00000205269,6,protein_coding
MUC12,ENSG00000205277,7,protein_coding
CTXN3,ENSG00000205279,5,protein_coding
MGAT4D,ENSG00000205301,4,protein_coding
SNX2,ENSG00000205302,5,protein_coding
SAP25,ENSG00000205307,7,protein_coding
NT5M,ENSG00000205309,17,protein_coding
SARNP,ENSG00000205323,12,protein_coding
OR6C68,ENSG00000205327,12,protein_coding
OR6C65,ENSG00000205328,12,protein_coding
OR6C3,ENSG00000205329,12,protein_coding
OR6C1,ENSG00000205330,12,protein_coding
ADGRG1,ENSG00000205336,16,protein_coding
IPO7,ENSG00000205339,11,protein_coding
PRR13,ENSG00000205352,12,protein_coding
TECPR1,ENSG00000205356,7,protein_coding
MT1H,ENSG00000205358,16,protein_coding
SLCO6A1,ENSG00000205359,5,protein_coding
MT1A,ENSG00000205362,16,protein_coding
MT1M,ENSG00000205364,16,protein_coding
CFI,ENSG00000205403,4,protein_coding
OR52E6,ENSG00000205409,11,protein_coding
SAMD9,ENSG00000205413,7,protein_coding
KRT6A,ENSG00000205420,12,protein_coding
CNEP1R1,ENSG00000205423,16,protein_coding
KRT81,ENSG00000205426,12,protein_coding
EXOC3L4,ENSG00000205436,14,protein_coding
KRTAP12-3,ENSG00000205439,21,protein_coding
IZUMO3,ENSG00000205442,9,protein_coding
KRTAP10-2,ENSG00000205445,21,protein_coding
TP53TG3D,ENSG00000205456,16,protein_coding
TP53TG3C,ENSG00000205457,16,protein_coding
CCDC85C,ENSG00000205476,14,protein_coding
SPDYE18,ENSG00000205482,7,protein_coding
OR52J3,ENSG00000205495,11,protein_coding
OR51A2,ENSG00000205496,11,protein_coding
OR51A4,ENSG00000205497,11,protein_coding
C2CD4B,ENSG00000205502,15,protein_coding
RGL3,ENSG00000205517,19,protein_coding
NAP1L4,ENSG00000205531,11,protein_coding
TMSB4X,ENSG00000205542,X,protein_coding
TMEM256,ENSG00000205544,17,protein_coding
CPT1B,ENSG00000205560,22,protein_coding
SMN2,ENSG00000205571,5,protein_coding
SERF1B,ENSG00000205572,5,protein_coding
HMGN1,ENSG00000205581,21,protein_coding
MUC19,ENSG00000205592,12,protein_coding
DENND6B,ENSG00000205593,22,protein_coding
EIF3CL,ENSG00000205609,16,protein_coding
LCMT1,ENSG00000205629,16,protein_coding
MFSD2B,ENSG00000205639,2,protein_coding
VCX3B,ENSG00000205642,X,protein_coding
CDPF1,ENSG00000205643,22,protein_coding
HTN3,ENSG00000205649,4,protein_coding
LIN52,ENSG00000205659,14,protein_coding
ARSH,ENSG00000205667,X,protein_coding
ACOT6,ENSG00000205669,14,protein_coding
TECRL,ENSG00000205678,4,protein_coding
DPF3,ENSG00000205683,14,protein_coding
MANSC4,ENSG00000205693,12,protein_coding
CYP2D7,ENSG00000205702,22,protein_coding
ETFRF1,ENSG00000205707,12,protein_coding
C17orf107,ENSG00000205710,17,protein_coding
MBD3L4,ENSG00000205718,19,protein_coding
ITSN1,ENSG00000205726,21,protein_coding
ITPRIPL2,ENSG00000205730,16,protein_coding
DENND1C,ENSG00000205744,19,protein_coding
CRLF2,ENSG00000205755,X,protein_coding
CRYZL1,ENSG00000205758,21,protein_coding
GAGE1,ENSG00000205777,X,protein_coding
ARRDC5,ENSG00000205784,19,protein_coding
CYS1,ENSG00000205795,2,protein_coding
PLPP6,ENSG00000205808,9,protein_coding
KLRC2,ENSG00000205809,12,protein_coding
KLRC3,ENSG00000205810,12,protein_coding
C16orf96,ENSG00000205832,16,protein_coding
GMNC,ENSG00000205835,3,protein_coding
TTC23L,ENSG00000205838,5,protein_coding
CLEC6A,ENSG00000205846,12,protein_coding
C22orf42,ENSG00000205856,22,protein_coding
NANOGNB,ENSG00000205857,12,protein_coding
LRRC72,ENSG00000205858,7,protein_coding
C1QTNF9B,ENSG00000205863,13,protein_coding
KRTAP5-6,ENSG00000205864,11,protein_coding
KRTAP5-2,ENSG00000205867,11,protein_coding
KRTAP5-1,ENSG00000205869,11,protein_coding
DEFB134,ENSG00000205882,8,protein_coding
DEFB135,ENSG00000205883,8,protein_coding
DEFB136,ENSG00000205884,8,protein_coding
BHLHA9,ENSG00000205899,17,protein_coding
ZNF316,ENSG00000205903,7,protein_coding
DAZ4,ENSG00000205916,Y,protein_coding
ONECUT3,ENSG00000205922,19,protein_coding
OLIG2,ENSG00000205927,21,protein_coding
C21orf62,ENSG00000205929,21,protein_coding
RNPS1,ENSG00000205937,16,protein_coding
DAZ2,ENSG00000205944,Y,protein_coding
NYNRIN,ENSG00000205978,14,protein_coding
DNAJC19,ENSG00000205981,3,protein_coding
IFITM5,ENSG00000206013,11,protein_coding
SMIM21,ENSG00000206026,18,protein_coding
C18orf63,ENSG00000206043,18,protein_coding
DEFA1,ENSG00000206047,8,protein_coding
DOK6,ENSG00000206052,18,protein_coding
SERPINB11,ENSG00000206072,18,protein_coding
SERPINB4,ENSG00000206073,18,protein_coding
SERPINB5,ENSG00000206075,18,protein_coding
ZDHHC11B,ENSG00000206077,5,protein_coding
KRTAP19-8,ENSG00000206102,21,protein_coding
KRTAP20-3,ENSG00000206104,21,protein_coding
KRTAP20-4,ENSG00000206105,21,protein_coding
KRTAP22-2,ENSG00000206106,21,protein_coding
KRTAP27-1,ENSG00000206107,21,protein_coding
CFAP99,ENSG00000206113,4,protein_coding
GOLGA8O,ENSG00000206127,15,protein_coding
TMEM191C,ENSG00000206140,22,protein_coding
RNASE13,ENSG00000206150,14,protein_coding
HBA1,ENSG00000206172,16,protein_coding
HBM,ENSG00000206177,16,protein_coding
ELOA2,ENSG00000206181,18,protein_coding
ATP10A,ENSG00000206190,15,protein_coding
ANKUB1,ENSG00000206199,3,protein_coding
PRR23A,ENSG00000206260,3,protein_coding
FOXL2NB,ENSG00000206262,3,protein_coding
COL6A6,ENSG00000206384,3,protein_coding
RAB12,ENSG00000206418,18,protein_coding
LRRC30,ENSG00000206422,18,protein_coding
TMEM200C,ENSG00000206432,18,protein_coding
OR10C1,ENSG00000206474,6,protein_coding
HLA-A,ENSG00000206503,6,protein_coding
HACD2,ENSG00000206527,3,protein_coding
CFAP44,ENSG00000206530,3,protein_coding
CD200R1L,ENSG00000206531,3,protein_coding
LNP1,ENSG00000206535,3,protein_coding
OR5K3,ENSG00000206536,3,protein_coding
VGLL3,ENSG00000206538,3,protein_coding
TRIM71,ENSG00000206557,3,protein_coding
ZCWPW2,ENSG00000206559,3,protein_coding
ANKRD28,ENSG00000206560,3,protein_coding
COLQ,ENSG00000206561,3,protein_coding
METTL6,ENSG00000206562,3,protein_coding
XKR4,ENSG00000206579,8,protein_coding
GPX3,ENSG00000211445,5,protein_coding
DIO2,ENSG00000211448,14,protein_coding
SELENOH,ENSG00000211450,11,protein_coding
DIO1,ENSG00000211452,1,protein_coding
AKR7L,ENSG00000211454,1,protein_coding
STK38L,ENSG00000211455,12,protein_coding
SACM1L,ENSG00000211456,3,protein_coding
TSN,ENSG00000211460,2,protein_coding
SLC48A1,ENSG00000211584,12,protein_coding
TSSK1B,ENSG00000212122,5,protein_coding
PRR22,ENSG00000212123,19,protein_coding
TAS2R19,ENSG00000212124,12,protein_coding
TAS2R50,ENSG00000212126,12,protein_coding
TAS2R14,ENSG00000212127,12,protein_coding
TAS2R13,ENSG00000212128,12,protein_coding
KRTAP16-1,ENSG00000212657,17,protein_coding
KRTAP29-1,ENSG00000212658,17,protein_coding
KRTAP9-6,ENSG00000212659,17,protein_coding
CTAGE1,ENSG00000212710,18,protein_coding
KRTAP4-11,ENSG00000212721,17,protein_coding
KRTAP4-9,ENSG00000212722,17,protein_coding
KRTAP2-3,ENSG00000212724,17,protein_coding
KRTAP2-1,ENSG00000212725,17,protein_coding
OR2A42,ENSG00000212807,7,protein_coding
RNF208,ENSG00000212864,9,protein_coding
KRTAP3-3,ENSG00000212899,17,protein_coding
KRTAP3-2,ENSG00000212900,17,protein_coding
KRTAP3-1,ENSG00000212901,17,protein_coding
MT-ND4L,ENSG00000212907,MT,protein_coding
MAP10,ENSG00000212916,1,protein_coding
KRTAP12-4,ENSG00000212933,21,protein_coding
KRTAP10-3,ENSG00000212935,21,protein_coding
KRTAP6-3,ENSG00000212938,21,protein_coding
POU5F1B,ENSG00000212993,8,protein_coding
ZNF580,ENSG00000213015,19,protein_coding
ZNF611,ENSG00000213020,19,protein_coding
KLK9,ENSG00000213022,19,protein_coding
SYT3,ENSG00000213023,19,protein_coding
NUP62,ENSG00000213024,19,protein_coding
CGB8,ENSG00000213030,19,protein_coding
DENND1B,ENSG00000213047,1,protein_coding
SFT2D2,ENSG00000213064,1,protein_coding
SCAF8,ENSG00000213079,6,protein_coding
CFAP45,ENSG00000213085,1,protein_coding
ACKR1,ENSG00000213088,1,protein_coding
ZNF254,ENSG00000213096,19,protein_coding
CRYGS,ENSG00000213139,3,protein_coding
CRIP1,ENSG00000213145,14,protein_coding
KLHL23,ENSG00000213160,2,protein_coding
LINGO4,ENSG00000213171,1,protein_coding
FAM24B,ENSG00000213185,10,protein_coding
TRIM59,ENSG00000213186,3,protein_coding
MLLT11,ENSG00000213190,1,protein_coding
ASIC3,ENSG00000213199,7,protein_coding
GIMAP1,ENSG00000213203,7,protein_coding
CCDC183,ENSG00000213213,9,protein_coding
ARHGEF35,ENSG00000213214,7,protein_coding
OR2F1,ENSG00000213215,7,protein_coding
CSH2,ENSG00000213218,17,protein_coding
DNLZ,ENSG00000213221,9,protein_coding
TCL1B,ENSG00000213231,14,protein_coding
SUPT4H1,ENSG00000213246,17,protein_coding
TSGA13,ENSG00000213265,7,protein_coding
NRAS,ENSG00000213281,1,protein_coding
ANKRD39,ENSG00000213337,2,protein_coding
QTRT1,ENSG00000213339,19,protein_coding
CHUK,ENSG00000213341,10,protein_coding
MXD3,ENSG00000213347,5,protein_coding
GSTM2,ENSG00000213366,1,protein_coding
COG8,ENSG00000213380,16,protein_coding
ARHGAP19,ENSG00000213390,10,protein_coding
HAUS7,ENSG00000213397,X,protein_coding
LCAT,ENSG00000213398,16,protein_coding
MAGEA12,ENSG00000213401,X,protein_coding
PVRIG,ENSG00000213413,7,protein_coding
KRTAP4-12,ENSG00000213416,17,protein_coding
KRTAP2-4,ENSG00000213417,17,protein_coding
