,index,gene,pagerank_score,source_disease,ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
464,464,NEGR1,0.0006107346504871,BipolarDisorder,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,0.6,1.0,0.6
464,464,NEGR1,0.0006107346504871,MajorDepressiveDisorder,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,0.6,1.0,0.6
464,464,NEGR1,0.0006107346504871,OCD,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,0.6,1.0,0.6
464,464,NEGR1,0.0006107346504871,Schizophrenia,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,0.6,1.0,0.6
464,464,NEGR1,0.0006107346504871,TouretteSyndrome,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,0.6,1.0,0.6
464,464,NEGR1,0.0006107346504871,UnipolarDepression,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,0.6,1.0,0.6
468,468,PLXNC1,0.0006069675592004,MS,ENSG00000136040,Tier 3B,PLXNC1,12,94542499.0,94701451.0,1.0,plexin C1 [Source:HGNC Symbol;Acc:9106],0.0,0.6,1.0,0.6
471,471,MICB,0.0006036003133273,UnipolarDepression,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
472,472,MICA,0.0006036003133273,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
473,473,PTPRJ,0.0006027310466741,AD,ENSG00000149177,Tier 3A,PTPRJ,11,48002113.0,48189670.0,1.0,"protein tyrosine phosphatase, receptor type, J [Source:HGNC Symbol;Acc:9673]",7.0,0.6,1.0,0.6
479,479,LRFN5,0.0005984821310111,AnorexiaNervosa,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
479,479,LRFN5,0.0005984821310111,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
479,479,LRFN5,0.0005984821310111,MajorDepressiveDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
479,479,LRFN5,0.0005984821310111,OCD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
479,479,LRFN5,0.0005984821310111,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
479,479,LRFN5,0.0005984821310111,TouretteSyndrome,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
479,479,LRFN5,0.0005984821310111,UnipolarDepression,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
481,481,CD58,0.0005973349474925,MS,ENSG00000116815,Tier 3A,CD58,1,117057157.0,117113661.0,-1.0,CD58 molecule [Source:HGNC Symbol;Acc:1688],3.0,0.6,1.0,0.6
483,483,SLITRK1,0.0005918667211203,TouretteSyndrome,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
489,489,CHRNA4,0.0005839892024484,ALS,ENSG00000101204,Tier 1,CHRNA4,20,61975420.0,62009753.0,-1.0,"cholinergic receptor, nicotinic, alpha 4 (neuronal) [Source:HGNC Symbol;Acc:1958]",0.0,1.0,0.6,0.6
489,489,CHRNA4,0.0005839892024484,FrontotemporalDementia,ENSG00000101204,Tier 1,CHRNA4,20,61975420.0,62009753.0,-1.0,"cholinergic receptor, nicotinic, alpha 4 (neuronal) [Source:HGNC Symbol;Acc:1958]",0.0,1.0,0.6,0.6
489,489,CHRNA4,0.0005839892024484,PartialEpilepsy,ENSG00000101204,Tier 1,CHRNA4,20,61975420.0,62009753.0,-1.0,"cholinergic receptor, nicotinic, alpha 4 (neuronal) [Source:HGNC Symbol;Acc:1958]",0.0,1.0,0.6,0.6
491,491,BIRC3,0.0005810041926708,MigraineDisorder,ENSG00000023445,Tier 1,BIRC3,11,102188215.0,102210134.0,1.0,baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:591],0.0,1.0,0.6,0.6
492,492,SLC2A1,0.0005743518120274,MigraineDisorder,ENSG00000117394,Tier 2,SLC2A1,1,43391052.0,43424530.0,-1.0,"solute carrier family 2 (facilitated glucose transporter), member 1 [Source:HGNC Symbol;Acc:11005]",0.0,1.0,0.6,0.6
492,492,SLC2A1,0.0005743518120274,PartialEpilepsy,ENSG00000117394,Tier 2,SLC2A1,1,43391052.0,43424530.0,-1.0,"solute carrier family 2 (facilitated glucose transporter), member 1 [Source:HGNC Symbol;Acc:11005]",0.0,1.0,0.6,0.6
493,493,SLAMF1,0.0005707801972285,MS,ENSG00000117090,Tier 3A,SLAMF1,1,160577890.0,160617085.0,-1.0,signaling lymphocytic activation molecule family member 1 [Source:HGNC Symbol;Acc:10903],0.0,0.6,1.0,0.6
496,496,FLOT1,0.0005700896201308,UnipolarDepression,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
497,497,ADGRL1,0.0005641154512194,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
511,511,JAM3,0.0005519137306923,Schizophrenia,ENSG00000166086,Tier 3B,JAM3,11,133938820.0,134021896.0,1.0,junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:15532],0.0,0.6,1.0,0.6
514,514,GRIN1,0.000549486873566,PartialEpilepsy,ENSG00000176884,Tier 1,GRIN1,9,140032842.0,140063207.0,1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 1 [Source:HGNC Symbol;Acc:4584]",0.0,1.0,0.6,0.6
517,517,SLC12A5,0.0005464405696948,BipolarDisorder,ENSG00000124140,Tier 2,SLC12A5,20,44650356.0,44688784.0,1.0,"solute carrier family 12 (potassium/chloride transporter), member 5 [Source:HGNC Symbol;Acc:13818]",7.0,1.0,0.6,0.6
517,517,SLC12A5,0.0005464405696948,MajorDepressiveDisorder,ENSG00000124140,Tier 2,SLC12A5,20,44650356.0,44688784.0,1.0,"solute carrier family 12 (potassium/chloride transporter), member 5 [Source:HGNC Symbol;Acc:13818]",7.0,1.0,0.6,0.6
517,517,SLC12A5,0.0005464405696948,MS,ENSG00000124140,Tier 2,SLC12A5,20,44650356.0,44688784.0,1.0,"solute carrier family 12 (potassium/chloride transporter), member 5 [Source:HGNC Symbol;Acc:13818]",7.0,1.0,0.6,0.6
517,517,SLC12A5,0.0005464405696948,Schizophrenia,ENSG00000124140,Tier 2,SLC12A5,20,44650356.0,44688784.0,1.0,"solute carrier family 12 (potassium/chloride transporter), member 5 [Source:HGNC Symbol;Acc:13818]",7.0,1.0,0.6,0.6
517,517,SLC12A5,0.0005464405696948,UnipolarDepression,ENSG00000124140,Tier 2,SLC12A5,20,44650356.0,44688784.0,1.0,"solute carrier family 12 (potassium/chloride transporter), member 5 [Source:HGNC Symbol;Acc:13818]",7.0,1.0,0.6,0.6
519,519,SCN2A,0.0005456370575732,BipolarDisorder,ENSG00000136531,Tier 1,SCN2A,2,166095912.0,166248818.0,1.0,"sodium channel, voltage-gated, type II, alpha subunit [Source:HGNC Symbol;Acc:10588]",1.0,1.0,0.6,0.6
519,519,SCN2A,0.0005456370575732,PartialEpilepsy,ENSG00000136531,Tier 1,SCN2A,2,166095912.0,166248818.0,1.0,"sodium channel, voltage-gated, type II, alpha subunit [Source:HGNC Symbol;Acc:10588]",1.0,1.0,0.6,0.6
519,519,SCN2A,0.0005456370575732,PD,ENSG00000136531,Tier 1,SCN2A,2,166095912.0,166248818.0,1.0,"sodium channel, voltage-gated, type II, alpha subunit [Source:HGNC Symbol;Acc:10588]",1.0,1.0,0.6,0.6
520,520,SCN3A,0.0005456370575732,BipolarDisorder,ENSG00000153253,Tier 1,SCN3A,2,165944032.0,166060577.0,-1.0,"sodium channel, voltage-gated, type III, alpha subunit [Source:HGNC Symbol;Acc:10590]",0.0,1.0,0.6,0.6
520,520,SCN3A,0.0005456370575732,PartialEpilepsy,ENSG00000153253,Tier 1,SCN3A,2,165944032.0,166060577.0,-1.0,"sodium channel, voltage-gated, type III, alpha subunit [Source:HGNC Symbol;Acc:10590]",0.0,1.0,0.6,0.6
520,520,SCN3A,0.0005456370575732,PD,ENSG00000153253,Tier 1,SCN3A,2,165944032.0,166060577.0,-1.0,"sodium channel, voltage-gated, type III, alpha subunit [Source:HGNC Symbol;Acc:10590]",0.0,1.0,0.6,0.6
521,521,SCN1A,0.0005456370575732,MigraineDisorder,ENSG00000144285,Tier 1,SCN1A,2,166845670.0,166984523.0,-1.0,"sodium channel, voltage-gated, type I, alpha subunit [Source:HGNC Symbol;Acc:10585]",6.0,1.0,0.6,0.6
521,521,SCN1A,0.0005456370575732,MigraineWithAura,ENSG00000144285,Tier 1,SCN1A,2,166845670.0,166984523.0,-1.0,"sodium channel, voltage-gated, type I, alpha subunit [Source:HGNC Symbol;Acc:10585]",6.0,1.0,0.6,0.6
521,521,SCN1A,0.0005456370575732,PartialEpilepsy,ENSG00000144285,Tier 1,SCN1A,2,166845670.0,166984523.0,-1.0,"sodium channel, voltage-gated, type I, alpha subunit [Source:HGNC Symbol;Acc:10585]",6.0,1.0,0.6,0.6
522,522,TNFSF4,0.000545195192485,NarcolepsyCataplexy,ENSG00000117586,Tier 1,TNFSF4,1,173152873.0,173176452.0,-1.0,"tumor necrosis factor (ligand) superfamily, member 4 [Source:HGNC Symbol;Acc:11934]",2.0,0.6,1.0,0.6
522,522,TNFSF4,0.000545195192485,Narcolepsy,ENSG00000117586,Tier 1,TNFSF4,1,173152873.0,173176452.0,-1.0,"tumor necrosis factor (ligand) superfamily, member 4 [Source:HGNC Symbol;Acc:11934]",2.0,0.6,1.0,0.6
523,523,PAM,0.0005438565477673,PD,ENSG00000145730,Tier 2,PAM,5,102089685.0,102366809.0,1.0,peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:8596],0.0,1.0,1.0,0.6
530,530,SCARB1,0.0005387000761161,AD,ENSG00000073060,Tier 2,SCARB1,12,125261402.0,125367214.0,-1.0,"scavenger receptor class B, member 1 [Source:HGNC Symbol;Acc:1664]",6.0,1.0,0.6,0.6
550,550,GPC5,0.0005312657817182,Schizophrenia,ENSG00000179399,Tier 3A,GPC5,13,92050929.0,93519490.0,1.0,glypican 5 [Source:HGNC Symbol;Acc:4453],3.0,0.6,1.0,0.6
556,556,CD53,0.0005263846090915,Schizophrenia,ENSG00000143119,Tier 3A,CD53,1,111415775.0,111442550.0,1.0,CD53 molecule [Source:HGNC Symbol;Acc:1686],0.0,0.6,1.0,0.6
570,570,EP300,0.0005211634548726,AnorexiaNervosa,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,0.6,0.6
570,570,EP300,0.0005211634548726,BipolarDisorder,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,0.6,0.6
570,570,EP300,0.0005211634548726,OCD,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,0.6,0.6
570,570,EP300,0.0005211634548726,Schizophrenia,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,0.6,0.6
570,570,EP300,0.0005211634548726,TouretteSyndrome,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,0.6,0.6
570,570,EP300,0.0005211634548726,UnipolarDepression,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,0.6,0.6
577,577,BCL6,0.0005205977698162,MS,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
596,596,IL22RA2,0.0005127222061521,MS,ENSG00000164485,Tier 3A,IL22RA2,6,137464968.0,137494785.0,-1.0,"interleukin 22 receptor, alpha 2 [Source:HGNC Symbol;Acc:14901]",0.0,0.6,1.0,0.6
597,597,LPP,0.000510316448978,MS,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
597,597,LPP,0.000510316448978,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
605,605,TEC,0.0004995153932227,MS,ENSG00000135605,Tier 1,TEC,4,48137800.0,48271881.0,-1.0,tec protein tyrosine kinase [Source:HGNC Symbol;Acc:11719],1.0,1.0,0.6,0.6
606,606,CTSB,0.0004991025491536,PD,ENSG00000164733,Tier 1,CTSB,8,11700033.0,11726957.0,-1.0,cathepsin B [Source:HGNC Symbol;Acc:2527],0.0,1.0,0.6,0.6
611,611,BLK,0.0004968074676346,UnipolarDepression,ENSG00000136573,Tier 1,BLK,8,11351510.0,11422113.0,1.0,B lymphoid tyrosine kinase [Source:HGNC Symbol;Acc:1057],11.0,1.0,0.6,0.6
617,617,IL5RA,0.000489834930214,RestlessLeg,ENSG00000091181,Tier 1,IL5RA,3,3111233.0,3168297.0,-1.0,"interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]",0.0,0.6,1.0,0.6
620,620,CR1,0.0004813171094576,AD,ENSG00000203710,Tier 3A,CR1,1,207669492.0,207813992.0,1.0,complement component (3b/4b) receptor 1 (Knops blood group) [Source:HGNC Symbol;Acc:2334],8.0,0.6,1.0,0.6
621,621,HDAC4,0.0004812609503496,BrainAneurysm,ENSG00000068024,Tier 1,HDAC4,2,239969864.0,240323348.0,-1.0,histone deacetylase 4 [Source:HGNC Symbol;Acc:14063],0.0,1.0,0.6,0.6
647,647,CHRNA3,0.0004447970530855,ALS,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,0.6,0.6
647,647,CHRNA3,0.0004447970530855,AnorexiaNervosa,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,0.6,0.6
647,647,CHRNA3,0.0004447970530855,BipolarDisorder,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,0.6,0.6
647,647,CHRNA3,0.0004447970530855,BrainAneurysm,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,0.6,0.6
647,647,CHRNA3,0.0004447970530855,OCD,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,0.6,0.6
647,647,CHRNA3,0.0004447970530855,Schizophrenia,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,0.6,0.6
647,647,CHRNA3,0.0004447970530855,TouretteSyndrome,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,0.6,0.6
647,647,CHRNA3,0.0004447970530855,UnipolarDepression,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,0.6,0.6
648,648,CHRNB4,0.0004447970530855,ALS,ENSG00000117971,Tier 1,CHRNB4,15,78916461.0,79020096.0,-1.0,"cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:1964]",30.0,1.0,0.6,0.6
648,648,CHRNB4,0.0004447970530855,AnorexiaNervosa,ENSG00000117971,Tier 1,CHRNB4,15,78916461.0,79020096.0,-1.0,"cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:1964]",30.0,1.0,0.6,0.6
648,648,CHRNB4,0.0004447970530855,BipolarDisorder,ENSG00000117971,Tier 1,CHRNB4,15,78916461.0,79020096.0,-1.0,"cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:1964]",30.0,1.0,0.6,0.6
648,648,CHRNB4,0.0004447970530855,FrontotemporalDementia,ENSG00000117971,Tier 1,CHRNB4,15,78916461.0,79020096.0,-1.0,"cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:1964]",30.0,1.0,0.6,0.6
648,648,CHRNB4,0.0004447970530855,Schizophrenia,ENSG00000117971,Tier 1,CHRNB4,15,78916461.0,79020096.0,-1.0,"cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:1964]",30.0,1.0,0.6,0.6
649,649,CHRNB2,0.0004447970530855,PartialEpilepsy,ENSG00000160716,Tier 1,CHRNB2,1,154540257.0,154552502.0,1.0,"cholinergic receptor, nicotinic, beta 2 (neuronal) [Source:HGNC Symbol;Acc:1962]",0.0,1.0,1.0,0.6
650,650,CHRNB1,0.0004447970530855,PD,ENSG00000170175,Tier 1,CHRNB1,17,7348380.0,7361026.0,1.0,"cholinergic receptor, nicotinic, beta 1 (muscle) [Source:HGNC Symbol;Acc:1961]",0.0,1.0,1.0,0.6
651,651,CHRNA5,0.0004447970530855,AnorexiaNervosa,ENSG00000169684,Tier 2,CHRNA5,15,78857862.0,78887611.0,1.0,"cholinergic receptor, nicotinic, alpha 5 (neuronal) [Source:HGNC Symbol;Acc:1959]",27.0,1.0,0.6,0.6
651,651,CHRNA5,0.0004447970530855,BipolarDisorder,ENSG00000169684,Tier 2,CHRNA5,15,78857862.0,78887611.0,1.0,"cholinergic receptor, nicotinic, alpha 5 (neuronal) [Source:HGNC Symbol;Acc:1959]",27.0,1.0,0.6,0.6
651,651,CHRNA5,0.0004447970530855,BrainAneurysm,ENSG00000169684,Tier 2,CHRNA5,15,78857862.0,78887611.0,1.0,"cholinergic receptor, nicotinic, alpha 5 (neuronal) [Source:HGNC Symbol;Acc:1959]",27.0,1.0,0.6,0.6
651,651,CHRNA5,0.0004447970530855,OCD,ENSG00000169684,Tier 2,CHRNA5,15,78857862.0,78887611.0,1.0,"cholinergic receptor, nicotinic, alpha 5 (neuronal) [Source:HGNC Symbol;Acc:1959]",27.0,1.0,0.6,0.6
651,651,CHRNA5,0.0004447970530855,Schizophrenia,ENSG00000169684,Tier 2,CHRNA5,15,78857862.0,78887611.0,1.0,"cholinergic receptor, nicotinic, alpha 5 (neuronal) [Source:HGNC Symbol;Acc:1959]",27.0,1.0,0.6,0.6
651,651,CHRNA5,0.0004447970530855,TouretteSyndrome,ENSG00000169684,Tier 2,CHRNA5,15,78857862.0,78887611.0,1.0,"cholinergic receptor, nicotinic, alpha 5 (neuronal) [Source:HGNC Symbol;Acc:1959]",27.0,1.0,0.6,0.6
651,651,CHRNA5,0.0004447970530855,UnipolarDepression,ENSG00000169684,Tier 2,CHRNA5,15,78857862.0,78887611.0,1.0,"cholinergic receptor, nicotinic, alpha 5 (neuronal) [Source:HGNC Symbol;Acc:1959]",27.0,1.0,0.6,0.6
652,652,CHRNA9,0.0004447970530855,MS,ENSG00000174343,Tier 3A,CHRNA9,4,40337346.0,40357234.0,1.0,"cholinergic receptor, nicotinic, alpha 9 (neuronal) [Source:HGNC Symbol;Acc:14079]",0.0,1.0,0.6,0.6
653,653,CHRNA2,0.0004447970530855,AD,ENSG00000120903,Tier 1,CHRNA2,8,27317279.0,27337400.0,-1.0,"cholinergic receptor, nicotinic, alpha 2 (neuronal) [Source:HGNC Symbol;Acc:1956]",0.0,1.0,1.0,0.6
653,653,CHRNA2,0.0004447970530855,PartialEpilepsy,ENSG00000120903,Tier 1,CHRNA2,8,27317279.0,27337400.0,-1.0,"cholinergic receptor, nicotinic, alpha 2 (neuronal) [Source:HGNC Symbol;Acc:1956]",0.0,1.0,1.0,0.6
653,653,CHRNA2,0.0004447970530855,Schizophrenia,ENSG00000120903,Tier 1,CHRNA2,8,27317279.0,27337400.0,-1.0,"cholinergic receptor, nicotinic, alpha 2 (neuronal) [Source:HGNC Symbol;Acc:1956]",0.0,1.0,1.0,0.6
673,673,NCAM2,0.0004340068498828,AnorexiaNervosa,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
673,673,NCAM2,0.0004340068498828,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
674,674,GRM5,0.0004339414948713,BipolarDisorder,ENSG00000168959,Tier 1,GRM5,11,88237744.0,88799113.0,-1.0,"glutamate receptor, metabotropic 5 [Source:HGNC Symbol;Acc:4597]",10.0,1.0,0.6,0.6
674,674,GRM5,0.0004339414948713,MajorDepressiveDisorder,ENSG00000168959,Tier 1,GRM5,11,88237744.0,88799113.0,-1.0,"glutamate receptor, metabotropic 5 [Source:HGNC Symbol;Acc:4597]",10.0,1.0,0.6,0.6
674,674,GRM5,0.0004339414948713,NeuroticDisorder,ENSG00000168959,Tier 1,GRM5,11,88237744.0,88799113.0,-1.0,"glutamate receptor, metabotropic 5 [Source:HGNC Symbol;Acc:4597]",10.0,1.0,0.6,0.6
674,674,GRM5,0.0004339414948713,UnipolarDepression,ENSG00000168959,Tier 1,GRM5,11,88237744.0,88799113.0,-1.0,"glutamate receptor, metabotropic 5 [Source:HGNC Symbol;Acc:4597]",10.0,1.0,0.6,0.6
678,678,TNFSF18,0.000431428591274,NarcolepsyCataplexy,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
678,678,TNFSF18,0.000431428591274,Narcolepsy,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
688,688,ESR2,0.0004277600604565,AnorexiaNervosa,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,0.6,0.6
688,688,ESR2,0.0004277600604565,BipolarDisorder,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,0.6,0.6
688,688,ESR2,0.0004277600604565,MajorDepressiveDisorder,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,0.6,0.6
688,688,ESR2,0.0004277600604565,OCD,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,0.6,0.6
688,688,ESR2,0.0004277600604565,Schizophrenia,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,0.6,0.6
688,688,ESR2,0.0004277600604565,TouretteSyndrome,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,0.6,0.6
688,688,ESR2,0.0004277600604565,UnipolarDepression,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,0.6,0.6
691,691,ADGRL2,0.0004246923807803,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
694,694,ANG,0.0004227127712965,ALS,ENSG00000214274,Tier 3B,ANG,14,21152336.0,21167130.0,1.0,"angiogenin, ribonuclease, RNase A family, 5 [Source:HGNC Symbol;Acc:483]",0.0,0.6,1.0,0.6
694,694,ANG,0.0004227127712965,FrontotemporalDementia,ENSG00000214274,Tier 3B,ANG,14,21152336.0,21167130.0,1.0,"angiogenin, ribonuclease, RNase A family, 5 [Source:HGNC Symbol;Acc:483]",0.0,0.6,1.0,0.6
698,698,ADCY3,0.000419005857885,MS,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
708,708,CAMK2G,0.0004155227933418,MS,ENSG00000148660,Tier 1,CAMK2G,10,75572259.0,75634343.0,-1.0,calcium/calmodulin-dependent protein kinase II gamma [Source:HGNC Symbol;Acc:1463],2.0,1.0,0.6,0.6
709,709,CAMK2D,0.0004155227933418,PD,ENSG00000145349,Tier 1,CAMK2D,4,114372188.0,114683083.0,-1.0,calcium/calmodulin-dependent protein kinase II delta [Source:HGNC Symbol;Acc:1462],1.0,1.0,0.6,0.6
712,712,IFNK,0.0004140820733861,ALS,ENSG00000147896,Tier 3A,IFNK,9,27524312.0,27526496.0,1.0,"interferon, kappa [Source:HGNC Symbol;Acc:21714]",8.0,0.6,1.0,0.6
713,713,IL34,0.0004140681297682,AD,ENSG00000157368,Tier 3B,IL34,16,70613798.0,70694585.0,1.0,interleukin 34 [Source:HGNC Symbol;Acc:28529],0.0,0.6,1.0,0.6
717,717,VANGL2,0.0004125399266397,MS,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
718,718,RORA,0.0004125399266397,AnorexiaNervosa,ENSG00000069667,Tier 3A,RORA,15,60780483.0,61521518.0,-1.0,RAR-related orphan receptor A [Source:HGNC Symbol;Acc:10258],5.0,1.0,0.6,0.6
718,718,RORA,0.0004125399266397,BipolarDisorder,ENSG00000069667,Tier 3A,RORA,15,60780483.0,61521518.0,-1.0,RAR-related orphan receptor A [Source:HGNC Symbol;Acc:10258],5.0,1.0,0.6,0.6
718,718,RORA,0.0004125399266397,MS,ENSG00000069667,Tier 3A,RORA,15,60780483.0,61521518.0,-1.0,RAR-related orphan receptor A [Source:HGNC Symbol;Acc:10258],5.0,1.0,0.6,0.6
718,718,RORA,0.0004125399266397,OCD,ENSG00000069667,Tier 3A,RORA,15,60780483.0,61521518.0,-1.0,RAR-related orphan receptor A [Source:HGNC Symbol;Acc:10258],5.0,1.0,0.6,0.6
718,718,RORA,0.0004125399266397,Schizophrenia,ENSG00000069667,Tier 3A,RORA,15,60780483.0,61521518.0,-1.0,RAR-related orphan receptor A [Source:HGNC Symbol;Acc:10258],5.0,1.0,0.6,0.6
718,718,RORA,0.0004125399266397,TouretteSyndrome,ENSG00000069667,Tier 3A,RORA,15,60780483.0,61521518.0,-1.0,RAR-related orphan receptor A [Source:HGNC Symbol;Acc:10258],5.0,1.0,0.6,0.6
